TP,FP,TN,FN,recall_attack,precision_attack,FPR,score_min,score_max,score_mean
110251,27552,12448,1061,0.9904682334339514,0.8000624079301611,0.6888,-0.5157640617202066,0.01501563357722413,-0.21349442055359236
